job_name,crawling_time,company_name,salary,salary_section,city,area,experience,educational,company_size,company_direction,skills,job_url,company_url
产品摄影美工,2022-01-02 14:08:58,江门市新会区沃浩进出口有限公司,6-10k·13薪,6-10k,江门,新会区,大专及以上,1-3年,50-99人,融资未公开,,https://www.liepin.com/job/1944303271.shtml?d_sfrom=search_prime&d_ckId=47266cb0d25e9a7cea3eea2ff9f3cc40&d_curPage=9&d_pageSize=40&d_headId=47266cb0d25e9a7cea3eea2ff9f3cc40&d_posi=4&skId=99e2f3db4987f675ee32a417f3537c36&fkId=99e2f3db4987f675ee32a417f3537c36&ckId=99e2f3db4987f675ee32a417f3537c36&sfrom=search_job_pc&curPage=9&pageSize=40&index=4,https://www.liepin.com/company/12841071/
平面设计美工,2022-01-02 14:08:58,深圳市中集物业服务有限公司,6-8k,6-10k,深圳,南山区,大专及以上,1-3年,500-999人,物业管理,海报设计|物料设计|CorelDRAW,https://www.liepin.com/job/1941941989.shtml?d_sfrom=search_prime&d_ckId=47266cb0d25e9a7cea3eea2ff9f3cc40&d_curPage=9&d_pageSize=40&d_headId=47266cb0d25e9a7cea3eea2ff9f3cc40&d_posi=5&skId=99e2f3db4987f675ee32a417f3537c36&fkId=99e2f3db4987f675ee32a417f3537c36&ckId=99e2f3db4987f675ee32a417f3537c36&sfrom=search_job_pc&curPage=9&pageSize=40&index=5,https://www.liepin.com/company/12688883/
美工,2022-01-02 14:08:58,浙江伽奈维医疗科技有限公司,5-10k·13薪,6-10k,杭州,上城区,大专及以上,1-3年,50-99人,医疗器械,物料设计|视觉设计|平面设计|广告设计|界面设计|创意设计|CorelDRAW|移动端|AI|Photoshop,https://www.liepin.com/job/1940198817.shtml?d_sfrom=search_prime&d_ckId=47266cb0d25e9a7cea3eea2ff9f3cc40&d_curPage=9&d_pageSize=40&d_headId=47266cb0d25e9a7cea3eea2ff9f3cc40&d_posi=6&skId=99e2f3db4987f675ee32a417f3537c36&fkId=99e2f3db4987f675ee32a417f3537c36&ckId=99e2f3db4987f675ee32a417f3537c36&sfrom=search_job_pc&curPage=9&pageSize=40&index=6,https://www.liepin.com/company/10146869/
跨境电商美工/平面设计/电商设计师,2022-01-02 14:08:58,广州盛为电子商务有限公司,5-9k·13薪,6-10k,广州,白云区,大专及以上,1-3年,100-499人,互联网/电商,视觉设计|形象设计|VI设计|界面设计|包装造型设计|平面设计|品牌设计|方案设计,https://www.liepin.com/job/1939954733.shtml?d_sfrom=search_prime&d_ckId=47266cb0d25e9a7cea3eea2ff9f3cc40&d_curPage=9&d_pageSize=40&d_headId=47266cb0d25e9a7cea3eea2ff9f3cc40&d_posi=7&skId=99e2f3db4987f675ee32a417f3537c36&fkId=99e2f3db4987f675ee32a417f3537c36&ckId=99e2f3db4987f675ee32a417f3537c36&sfrom=search_job_pc&curPage=9&pageSize=40&index=7,https://www.liepin.com/company/9575786/
电商设计美工,2022-01-02 14:08:58,南京行尔贸易有限公司,4-8k,3-6k,南京,,大专及以上,一年以下,1-49人,贸易/进出口,视觉设计|插画设计|包装设计|场景原画|ICON设计|平面设计|字体设计|物料设计|创意设计|设计服务,https://www.liepin.com/job/1939793557.shtml?d_sfrom=search_prime&d_ckId=47266cb0d25e9a7cea3eea2ff9f3cc40&d_curPage=9&d_pageSize=40&d_headId=47266cb0d25e9a7cea3eea2ff9f3cc40&d_posi=8&skId=99e2f3db4987f675ee32a417f3537c36&fkId=99e2f3db4987f675ee32a417f3537c36&ckId=99e2f3db4987f675ee32a417f3537c36&sfrom=search_job_pc&curPage=9&pageSize=40&index=8,https://www.liepin.com/company/9378631/
淘宝美工,2022-01-02 14:08:58,江苏知原药业股份有限公司,8-9k,6-10k,杭州,余杭区,大专及以上,1-3年,100-499人,制药/生物工程,美术指导|广告设计|人像修图|网页设计|视觉设计|设计服务|CorelDRAW|AI|Photoshop|Premiere,https://www.liepin.com/job/1937660837.shtml?d_sfrom=search_prime&d_ckId=47266cb0d25e9a7cea3eea2ff9f3cc40&d_curPage=9&d_pageSize=40&d_headId=47266cb0d25e9a7cea3eea2ff9f3cc40&d_posi=9&skId=99e2f3db4987f675ee32a417f3537c36&fkId=99e2f3db4987f675ee32a417f3537c36&ckId=99e2f3db4987f675ee32a417f3537c36&sfrom=search_job_pc&curPage=9&pageSize=40&index=9,https://www.liepin.com/company/12568645/
淘宝美工,2022-01-02 14:08:58,江苏知原药业股份有限公司,6-7k,6-10k,无锡,锡山区,大专及以上,1-3年,100-499人,制药/生物工程,美术指导|广告设计|人像修图|网页设计|视觉设计|设计服务|AI|Photoshop|CorelDRAW|Premiere,https://www.liepin.com/job/1937660567.shtml?d_sfrom=search_prime&d_ckId=47266cb0d25e9a7cea3eea2ff9f3cc40&d_curPage=9&d_pageSize=40&d_headId=47266cb0d25e9a7cea3eea2ff9f3cc40&d_posi=10&skId=99e2f3db4987f675ee32a417f3537c36&fkId=99e2f3db4987f675ee32a417f3537c36&ckId=99e2f3db4987f675ee32a417f3537c36&sfrom=search_job_pc&curPage=9&pageSize=40&index=10,https://www.liepin.com/company/12568645/
美工,2022-01-02 14:08:58,汇洁集团,9-14k,10-14k,深圳,,本科及以上,3-5年,10000人以上,服装纺织,界面设计|视觉设计|品牌设计|创意设计|方案设计,https://www.liepin.com/job/1935967431.shtml?d_sfrom=search_prime&d_ckId=47266cb0d25e9a7cea3eea2ff9f3cc40&d_curPage=9&d_pageSize=40&d_headId=47266cb0d25e9a7cea3eea2ff9f3cc40&d_posi=11&skId=99e2f3db4987f675ee32a417f3537c36&fkId=99e2f3db4987f675ee32a417f3537c36&ckId=99e2f3db4987f675ee32a417f3537c36&sfrom=search_job_pc&curPage=9&pageSize=40&index=11,https://www.liepin.com/company/1632488/
美工（偏网页）,2022-01-02 14:08:58,宁波豪雅进出口集团有限公司,7-10k·13薪,6-10k,宁波,海曙区,大专及以上,经验不限,500-999人,贸易/进出口,,https://www.liepin.com/job/1935801299.shtml?d_sfrom=search_prime&d_ckId=47266cb0d25e9a7cea3eea2ff9f3cc40&d_curPage=9&d_pageSize=40&d_headId=47266cb0d25e9a7cea3eea2ff9f3cc40&d_posi=12&skId=99e2f3db4987f675ee32a417f3537c36&fkId=99e2f3db4987f675ee32a417f3537c36&ckId=99e2f3db4987f675ee32a417f3537c36&sfrom=search_job_pc&curPage=9&pageSize=40&index=12,https://www.liepin.com/company/9260121/
美工设计师,2022-01-02 14:08:58,江苏华鸿德科技发展有限公司,5-10k,6-10k,无锡,,大专及以上,1-3年,50-99人,互联网/电商,广告设计|创意设计|平面设计|形象设计|包装设计|LOGO设计|人像修图|包装造型设计|界面设计|网页设计,https://www.liepin.com/job/1935743463.shtml?d_sfrom=search_prime&d_ckId=47266cb0d25e9a7cea3eea2ff9f3cc40&d_curPage=9&d_pageSize=40&d_headId=47266cb0d25e9a7cea3eea2ff9f3cc40&d_posi=13&skId=99e2f3db4987f675ee32a417f3537c36&fkId=99e2f3db4987f675ee32a417f3537c36&ckId=99e2f3db4987f675ee32a417f3537c36&sfrom=search_job_pc&curPage=9&pageSize=40&index=13,https://www.liepin.com/company/8517646/
美工,2022-01-02 14:08:58,昆山通祐,7-8k,6-10k,苏州,昆山,大专及以上,1-3年,100-499人,机械/机电/重工,创意设计|平面设计|物料设计|插画设计|品牌设计|视觉设计,https://www.liepin.com/job/1935190523.shtml?d_sfrom=search_prime&d_ckId=47266cb0d25e9a7cea3eea2ff9f3cc40&d_curPage=9&d_pageSize=40&d_headId=47266cb0d25e9a7cea3eea2ff9f3cc40&d_posi=14&skId=99e2f3db4987f675ee32a417f3537c36&fkId=99e2f3db4987f675ee32a417f3537c36&ckId=99e2f3db4987f675ee32a417f3537c36&sfrom=search_job_pc&curPage=9&pageSize=40&index=14,https://www.liepin.com/company/5593577/
美工,2022-01-02 14:08:58,上海重壹因私出入境服务有限公司,6-12k,6-10k,上海,,本科及以上,1-3年,100-499人,咨询服务,人像修图|形象设计|平面设计|LOGO设计|包装造型设计|海报设计|设计服务|后期制作|视频剪辑|AI,https://www.liepin.com/job/1933158975.shtml?d_sfrom=search_prime&d_ckId=47266cb0d25e9a7cea3eea2ff9f3cc40&d_curPage=9&d_pageSize=40&d_headId=47266cb0d25e9a7cea3eea2ff9f3cc40&d_posi=15&skId=99e2f3db4987f675ee32a417f3537c36&fkId=99e2f3db4987f675ee32a417f3537c36&ckId=99e2f3db4987f675ee32a417f3537c36&sfrom=search_job_pc&curPage=9&pageSize=40&index=15,https://www.liepin.com/company/9346897/
美工,2022-01-02 14:08:58,波司登集团,6-12k,6-10k,苏州,常熟,大专及以上,3-5年,10000人以上,服装纺织,创意设计|人像修图|界面设计|广告制作|Photoshop|3DMAX|AI,https://www.liepin.com/job/1925737125.shtml?d_sfrom=search_prime&d_ckId=47266cb0d25e9a7cea3eea2ff9f3cc40&d_curPage=9&d_pageSize=40&d_headId=47266cb0d25e9a7cea3eea2ff9f3cc40&d_posi=16&skId=99e2f3db4987f675ee32a417f3537c36&fkId=99e2f3db4987f675ee32a417f3537c36&ckId=99e2f3db4987f675ee32a417f3537c36&sfrom=search_job_pc&curPage=9&pageSize=40&index=16,https://www.liepin.com/company/1887863/
美工,2022-01-02 14:08:58,中山市爱妃电器有限公司,5-8k,6-10k,中山,,大专及以上,经验不限,1-49人,家具/家电,网页设计|界面设计|UI设计|创意设计|平面设计|CorelDRAW|AI|Photoshop|管理体系搭建,https://www.liepin.com/job/1945935303.shtml?d_sfrom=search_prime&d_ckId=47266cb0d25e9a7cea3eea2ff9f3cc40&d_curPage=9&d_pageSize=40&d_headId=47266cb0d25e9a7cea3eea2ff9f3cc40&d_posi=17&skId=99e2f3db4987f675ee32a417f3537c36&fkId=99e2f3db4987f675ee32a417f3537c36&ckId=99e2f3db4987f675ee32a417f3537c36&sfrom=search_job_pc&curPage=9&pageSize=40&index=17,https://www.liepin.com/company/13060397/
电商美工,2022-01-02 14:08:58,保定西狼户外用品有限公司,4-6k,3-6k,保定,,大专及以上,1-3年,50-99人,服装纺织,人像修图|海报设计|设计服务|Photoshop|平面美工|AI,https://www.liepin.com/job/1945930109.shtml?d_sfrom=search_prime&d_ckId=47266cb0d25e9a7cea3eea2ff9f3cc40&d_curPage=9&d_pageSize=40&d_headId=47266cb0d25e9a7cea3eea2ff9f3cc40&d_posi=19&skId=99e2f3db4987f675ee32a417f3537c36&fkId=99e2f3db4987f675ee32a417f3537c36&ckId=99e2f3db4987f675ee32a417f3537c36&sfrom=search_job_pc&curPage=9&pageSize=40&index=19,https://www.liepin.com/company/13005199/
电商美工,2022-01-02 14:08:58,贵州高山老农食品有限公司,3-4k,3-6k,安顺,,大专及以上,1-3年,50-99人,食品制造,网页设计|界面设计|UI设计|创意设计|平面设计|CorelDRAW|AI|Photoshop|管理体系搭建,https://www.liepin.com/job/1945923323.shtml?d_sfrom=search_prime&d_ckId=47266cb0d25e9a7cea3eea2ff9f3cc40&d_curPage=9&d_pageSize=40&d_headId=47266cb0d25e9a7cea3eea2ff9f3cc40&d_posi=20&skId=99e2f3db4987f675ee32a417f3537c36&fkId=99e2f3db4987f675ee32a417f3537c36&ckId=99e2f3db4987f675ee32a417f3537c36&sfrom=search_job_pc&curPage=9&pageSize=40&index=20,https://www.liepin.com/company/13057731/
美工,2022-01-02 14:08:58,百利家,4-6k,3-6k,天津,,大专及以上,1-3年,50-99人,餐饮/酒旅/服务,海报设计|视觉设计|设计服务|平面美工|Premiere|AI|Photoshop,https://www.liepin.com/job/1945914755.shtml?d_sfrom=search_prime&d_ckId=47266cb0d25e9a7cea3eea2ff9f3cc40&d_curPage=9&d_pageSize=40&d_headId=47266cb0d25e9a7cea3eea2ff9f3cc40&d_posi=22&skId=99e2f3db4987f675ee32a417f3537c36&fkId=99e2f3db4987f675ee32a417f3537c36&ckId=99e2f3db4987f675ee32a417f3537c36&sfrom=search_job_pc&curPage=9&pageSize=40&index=22,https://www.liepin.com/company/12962043/
电商美工,2022-01-02 14:08:58,宁波中科进出口有限公司,4-6k,3-6k,宁波,,大专及以上,经验不限,100-499人,贸易/进出口,平面设计|人像修图|排版设计|界面设计|海报设计|网页设计|色彩设计|设计服务|后期制作|视频剪辑,https://www.liepin.com/job/1945673671.shtml?d_sfrom=search_prime&d_ckId=47266cb0d25e9a7cea3eea2ff9f3cc40&d_curPage=9&d_pageSize=40&d_headId=47266cb0d25e9a7cea3eea2ff9f3cc40&d_posi=24&skId=99e2f3db4987f675ee32a417f3537c36&fkId=99e2f3db4987f675ee32a417f3537c36&ckId=99e2f3db4987f675ee32a417f3537c36&sfrom=search_job_pc&curPage=9&pageSize=40&index=24,https://www.liepin.com/company/13030705/
跨境电商美工,2022-01-02 14:08:58,深圳市佑达贸易有限公司,5-10k·13薪,6-10k,深圳,,大专及以上,1-3年,1-49人,贸易/进出口,网页设计|界面设计|平面设计|UI设计|创意设计|CorelDRAW|AI|Photoshop|管理体系搭建,https://www.liepin.com/job/1945457687.shtml?d_sfrom=search_prime&d_ckId=47266cb0d25e9a7cea3eea2ff9f3cc40&d_curPage=9&d_pageSize=40&d_headId=47266cb0d25e9a7cea3eea2ff9f3cc40&d_posi=25&skId=99e2f3db4987f675ee32a417f3537c36&fkId=99e2f3db4987f675ee32a417f3537c36&ckId=99e2f3db4987f675ee32a417f3537c36&sfrom=search_job_pc&curPage=9&pageSize=40&index=25,https://www.liepin.com/company/12943061/
美工设计师,2022-01-02 14:08:58,上海复志信息技术有限公司,5-8k,6-10k,西安,雁塔区,大专及以上,1-3年,100-499人,智能硬件,物料设计|平面设计|LOGO设计|创意设计|海报设计|人像修图|视觉设计|界面设计|场景原画|插画设计,https://www.liepin.com/job/1943491917.shtml?d_sfrom=search_prime&d_ckId=47266cb0d25e9a7cea3eea2ff9f3cc40&d_curPage=9&d_pageSize=40&d_headId=47266cb0d25e9a7cea3eea2ff9f3cc40&d_posi=26&skId=99e2f3db4987f675ee32a417f3537c36&fkId=99e2f3db4987f675ee32a417f3537c36&ckId=99e2f3db4987f675ee32a417f3537c36&sfrom=search_job_pc&curPage=9&pageSize=40&index=26,https://www.liepin.com/company/9333587/
天猫/电商/网店,2022-01-02 14:08:58,上海双盈食品有限公司,8-10k,6-10k,上海,闵行区,大专及以上,经验不限,100-499人,快消品,网页设计|VI设计|包装设计|海报设计|设计服务|视频广告|AI|Photoshop|视频剪辑|产品规划,https://www.liepin.com/job/1940396261.shtml?d_sfrom=search_prime&d_ckId=47266cb0d25e9a7cea3eea2ff9f3cc40&d_curPage=9&d_pageSize=40&d_headId=47266cb0d25e9a7cea3eea2ff9f3cc40&d_posi=27&skId=99e2f3db4987f675ee32a417f3537c36&fkId=99e2f3db4987f675ee32a417f3537c36&ckId=99e2f3db4987f675ee32a417f3537c36&sfrom=search_job_pc&curPage=9&pageSize=40&index=27,https://www.liepin.com/company/7975915/
电商美工,2022-01-02 14:08:58,粉蓝时尚,7-10k,6-10k,深圳,,统招本科,3-5年,500-999人,批发零售,人像修图|字体设计|网页设计|品牌设计|创意设计|界面设计|平面设计|平面美工|Dreamweaver|CorelDRAW,https://www.liepin.com/job/1937245497.shtml?d_sfrom=search_prime&d_ckId=47266cb0d25e9a7cea3eea2ff9f3cc40&d_curPage=9&d_pageSize=40&d_headId=47266cb0d25e9a7cea3eea2ff9f3cc40&d_posi=28&skId=99e2f3db4987f675ee32a417f3537c36&fkId=99e2f3db4987f675ee32a417f3537c36&ckId=99e2f3db4987f675ee32a417f3537c36&sfrom=search_job_pc&curPage=9&pageSize=40&index=28,https://www.liepin.com/company/8109283/
美工,2022-01-02 14:08:58,深圳市纪羽文化传媒有限公司,8-10k,6-10k,深圳,龙华区,大专及以上,1-3年,50-99人,批发零售,人像修图|字体设计|色彩设计|平面设计|CorelDRAW|Photoshop,https://www.liepin.com/job/1945779375.shtml?d_sfrom=search_prime&d_ckId=47266cb0d25e9a7cea3eea2ff9f3cc40&d_curPage=9&d_pageSize=40&d_headId=47266cb0d25e9a7cea3eea2ff9f3cc40&d_posi=29&skId=99e2f3db4987f675ee32a417f3537c36&fkId=99e2f3db4987f675ee32a417f3537c36&ckId=99e2f3db4987f675ee32a417f3537c36&sfrom=search_job_pc&curPage=9&pageSize=40&index=29,https://www.liepin.com/company/13036719/
电商美工专员,2022-01-02 14:08:58,广州朵靖仪仪服饰有限公司,6-9k,6-10k,广州,,学历不限,经验不限,1-49人,批发零售,品牌设计|Photoshop|产品规划,https://www.liepin.com/job/1945757701.shtml?d_sfrom=search_prime&d_ckId=47266cb0d25e9a7cea3eea2ff9f3cc40&d_curPage=9&d_pageSize=40&d_headId=47266cb0d25e9a7cea3eea2ff9f3cc40&d_posi=30&skId=99e2f3db4987f675ee32a417f3537c36&fkId=99e2f3db4987f675ee32a417f3537c36&ckId=99e2f3db4987f675ee32a417f3537c36&sfrom=search_job_pc&curPage=9&pageSize=40&index=30,https://www.liepin.com/company/13036873/
美工/设计师,2022-01-02 14:08:58,天大文控,8-15k,10-14k,北京,海淀区,大专及以上,1-3年,100-499人,广告/市场/会展,人像修图|视觉设计|平面设计|形象设计|视频广告|视频剪辑|用户研究,https://www.liepin.com/job/1944309851.shtml?d_sfrom=search_prime&d_ckId=47266cb0d25e9a7cea3eea2ff9f3cc40&d_curPage=9&d_pageSize=40&d_headId=47266cb0d25e9a7cea3eea2ff9f3cc40&d_posi=31&skId=99e2f3db4987f675ee32a417f3537c36&fkId=99e2f3db4987f675ee32a417f3537c36&ckId=99e2f3db4987f675ee32a417f3537c36&sfrom=search_job_pc&curPage=9&pageSize=40&index=31,https://www.liepin.com/company/9440906/
包材美工/平面设计师,2022-01-02 14:08:58,湖北世纪联合创新科技有限公司,10-15k·13薪,10-14k,深圳,宝安区,大专及以上,1-3年,500-999人,电子/芯片/半导体,包装设计|结构设计|包装结构设计|广告设计|人像修图|平面设计|美术指导|工艺设计|美术设计|设计服务,https://www.liepin.com/job/1923079897.shtml?d_sfrom=search_prime&d_ckId=47266cb0d25e9a7cea3eea2ff9f3cc40&d_curPage=9&d_pageSize=40&d_headId=47266cb0d25e9a7cea3eea2ff9f3cc40&d_posi=32&skId=99e2f3db4987f675ee32a417f3537c36&fkId=99e2f3db4987f675ee32a417f3537c36&ckId=99e2f3db4987f675ee32a417f3537c36&sfrom=search_job_pc&curPage=9&pageSize=40&index=32,https://www.liepin.com/company/9424515/
淘宝天猫美工,2022-01-02 14:08:58,河北英利奥体育用品有限公司,5-8k,6-10k,石家庄,,大专及以上,经验不限,500-999人,批发零售,海报设计|画册设计|淘宝修图|人像修图|创意设计|界面设计|设计服务|平面美工|产品规划,https://www.liepin.com/job/1945889689.shtml?d_sfrom=search_prime&d_ckId=47266cb0d25e9a7cea3eea2ff9f3cc40&d_curPage=9&d_pageSize=40&d_headId=47266cb0d25e9a7cea3eea2ff9f3cc40&d_posi=34&skId=99e2f3db4987f675ee32a417f3537c36&fkId=99e2f3db4987f675ee32a417f3537c36&ckId=99e2f3db4987f675ee32a417f3537c36&sfrom=search_job_pc&curPage=9&pageSize=40&index=34,https://www.liepin.com/company/9109730/
电商美工,2022-01-02 14:08:58,徐州优派特宠物食品有限公司,5-8k,6-10k,徐州,,本科及以上,经验不限,1-49人,快消品,网页设计|界面设计|UI设计|创意设计|平面设计|CorelDRAW|AI|Photoshop|管理体系搭建,https://www.liepin.com/job/1945879411.shtml?d_sfrom=search_prime&d_ckId=47266cb0d25e9a7cea3eea2ff9f3cc40&d_curPage=9&d_pageSize=40&d_headId=47266cb0d25e9a7cea3eea2ff9f3cc40&d_posi=35&skId=99e2f3db4987f675ee32a417f3537c36&fkId=99e2f3db4987f675ee32a417f3537c36&ckId=99e2f3db4987f675ee32a417f3537c36&sfrom=search_job_pc&curPage=9&pageSize=40&index=35,https://www.liepin.com/company/13053193/
美工,2022-01-02 14:08:58,合肥健美潮商贸有限公司,5-8k,6-10k,合肥,庐阳区,本科及以上,1-3年,50-99人,电子商务,人像修图|工业设计|网页设计|创意设计|平面美工|Photoshop,https://www.liepin.com/job/1945874047.shtml?d_sfrom=search_prime&d_ckId=47266cb0d25e9a7cea3eea2ff9f3cc40&d_curPage=9&d_pageSize=40&d_headId=47266cb0d25e9a7cea3eea2ff9f3cc40&d_posi=36&skId=99e2f3db4987f675ee32a417f3537c36&fkId=99e2f3db4987f675ee32a417f3537c36&ckId=99e2f3db4987f675ee32a417f3537c36&sfrom=search_job_pc&curPage=9&pageSize=40&index=36,https://www.liepin.com/company/13053123/
美工,2022-01-02 14:08:58,深圳市兰吉尔科技有限公司,8-10k,6-10k,深圳,,学历不限,1-3年,1-49人,专业服务,界面设计|网页设计|平面设计|UI设计|创意设计|CorelDRAW|AI|Photoshop|管理体系搭建,https://www.liepin.com/job/1945578285.shtml?d_sfrom=search_prime&d_ckId=47266cb0d25e9a7cea3eea2ff9f3cc40&d_curPage=9&d_pageSize=40&d_headId=47266cb0d25e9a7cea3eea2ff9f3cc40&d_posi=37&skId=99e2f3db4987f675ee32a417f3537c36&fkId=99e2f3db4987f675ee32a417f3537c36&ckId=99e2f3db4987f675ee32a417f3537c36&sfrom=search_job_pc&curPage=9&pageSize=40&index=37,https://www.liepin.com/company/13027083/
电商美工,2022-01-02 14:08:58,四川红胖子酒业有限公司,4-9k,6-10k,成都,高新区,大专及以上,一年以下,1-49人,快消品,网页设计|界面设计|平面设计|视觉设计|人像修图|产品规划,https://www.liepin.com/job/1945085805.shtml?d_sfrom=search_prime&d_ckId=47266cb0d25e9a7cea3eea2ff9f3cc40&d_curPage=9&d_pageSize=40&d_headId=47266cb0d25e9a7cea3eea2ff9f3cc40&d_posi=38&skId=99e2f3db4987f675ee32a417f3537c36&fkId=99e2f3db4987f675ee32a417f3537c36&ckId=99e2f3db4987f675ee32a417f3537c36&sfrom=search_job_pc&curPage=9&pageSize=40&index=38,https://www.liepin.com/company/13008611/
淘宝美工助理,2022-01-02 14:08:58,温州珈蓝网络科技有限公司,4-6k,3-6k,温州,,大专及以上,经验不限,50-99人,电子商务,平面美工,https://www.liepin.com/job/1941747495.shtml?d_sfrom=search_prime&d_ckId=47266cb0d25e9a7cea3eea2ff9f3cc40&d_curPage=9&d_pageSize=40&d_headId=47266cb0d25e9a7cea3eea2ff9f3cc40&d_posi=39&skId=99e2f3db4987f675ee32a417f3537c36&fkId=99e2f3db4987f675ee32a417f3537c36&ckId=99e2f3db4987f675ee32a417f3537c36&sfrom=search_job_pc&curPage=9&pageSize=40&index=39,https://www.liepin.com/company/12867933/
python后端开发工程师,2022-01-02 14:09:00,世界五百强企业,20-35k·14薪,30-35k,武汉,,本科及以上,3-5年,10000人以上,互联网/电商,,https://www.liepin.com/a/33054515.shtml?d_sfrom=search_prime&d_ckId=5f40c9ab9872edd3e12fb7e240ef14fa&d_curPage=8&d_pageSize=40&d_headId=5f40c9ab9872edd3e12fb7e240ef14fa&d_posi=0&skId=686e956d2b87baca141be5b79971b280&fkId=686e956d2b87baca141be5b79971b280&ckId=686e956d2b87baca141be5b79971b280&sfrom=search_job_pc&curPage=8&pageSize=40&index=0,
python开发工程师,2022-01-02 14:09:00,某金融企业,29-40k,30-35k,北京,,本科及以上,经验不限,500-999人,互联网金融,模块开发|功能开发|Tornado|SQL,https://www.liepin.com/a/33012193.shtml?d_sfrom=search_prime&d_ckId=5f40c9ab9872edd3e12fb7e240ef14fa&d_curPage=8&d_pageSize=40&d_headId=5f40c9ab9872edd3e12fb7e240ef14fa&d_posi=1&skId=686e956d2b87baca141be5b79971b280&fkId=686e956d2b87baca141be5b79971b280&ckId=686e956d2b87baca141be5b79971b280&sfrom=search_job_pc&curPage=8&pageSize=40&index=1,
高级python开发工程师,2022-01-02 14:09:00,AI医疗头部公司,30-50k·14薪,40-50k,北京,,统招本科,1-3年,100-499人,人工智能,Redis|MySQL|Docker|Python,https://www.liepin.com/a/33010189.shtml?d_sfrom=search_prime&d_ckId=5f40c9ab9872edd3e12fb7e240ef14fa&d_curPage=8&d_pageSize=40&d_headId=5f40c9ab9872edd3e12fb7e240ef14fa&d_posi=2&skId=686e956d2b87baca141be5b79971b280&fkId=686e956d2b87baca141be5b79971b280&ckId=686e956d2b87baca141be5b79971b280&sfrom=search_job_pc&curPage=8&pageSize=40&index=2,
